fiscal_year,category,rank,code,name,obligations
2024,psc,83,DE01,"IT and Telecom - End User: Help Desk; Tier 1-2, Workspace, Print, Output, Productivity Tools (Labor)",1761928512.17
2024,psc,84,Y1DA,CONSTRUCTION OF HOSPITALS AND INFIRMARIES,1731165098.64
2024,psc,85,F003,NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION,1728441623.1
2024,psc,86,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",1706279515.63
2024,psc,87,2355,"COMBAT, ASSAULT, AND TACTICAL VEHICLES, WHEELED",1672597014.86
2024,psc,88,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,1667608890.78
2024,psc,89,R701,SUPPORT- MANAGEMENT: ADVERTISING,1635315887.32
2024,psc,90,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),1585467637.86
2024,psc,91,Y1KA,CONSTRUCTION OF DAMS,1486169798.06
2024,psc,92,U006,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,1485243757.45
2024,psc,93,1305,"AMMUNITION, THROUGH 30MM",1480686411.1
2024,psc,94,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),1479136146.81
2024,psc,95,2320,"TRUCKS AND TRUCK TRACTORS, WHEELED",1451179625.79
2024,psc,96,C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",1449296156.17
2024,psc,97,AR12,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH",1431158030.06
2024,psc,98,U099,EDUCATION/TRAINING- OTHER,1406882379.71
2024,psc,99,AJ12,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,1404835796.18
2024,psc,100,S112,UTILITIES- ELECTRIC,1393899006.39
2025,psc,1,1510,"AIRCRAFT, FIXED WING",42264229394.0
2025,psc,2,Q201,MEDICAL- MANAGED HEALTHCARE,37979807659.16
2025,psc,3,1905,COMBAT SHIPS AND LANDING VESSELS,37643082836.28
2025,psc,4,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,32864123079.64
2025,psc,5,R499,SUPPORT- PROFESSIONAL: OTHER,26205670118.3
2025,psc,6,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),22628692819.53
2025,psc,7,6505,DRUGS AND BIOLOGICALS,20781001539.34
2025,psc,8,1410,GUIDED MISSILES,20591463980.96
2025,psc,9,M1JZ,OPERATION OF MISCELLANEOUS BUILDINGS,18639062388.36
2025,psc,10,G007,SOCIAL- GOVERNMENT HEALTH INSURANCE PROGRAMS,10839397566.52
2025,psc,11,M181,OPER OF GOVT R&D GOCO FACILITIES,10081980495.59
2025,psc,12,AC13,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT,9240215398.87
2025,psc,13,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,8801537543.48
2025,psc,14,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,8638166393.06
2025,psc,15,2840,"GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",8452812342.24
2025,psc,16,Q403,MEDICAL- EVALUATION/SCREENING,8379101239.6
2025,psc,17,4220,MARINE LIFESAVING AND DIVING EQUIPMENT,7883446753.45
2025,psc,18,AC32,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,7288016222.65
2025,psc,19,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),7240631671.65
2025,psc,20,J015,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,7230652523.09
2025,psc,21,Y1PZ,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,6888090254.09
2025,psc,22,R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,6532894371.37
2025,psc,23,9130,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",6376898951.32
2025,psc,24,1520,"AIRCRAFT, ROTARY WING",6110637601.44
2025,psc,25,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,6097286393.47
2025,psc,26,S206,HOUSEKEEPING- GUARD,5360015714.62
2025,psc,27,1425,"GUIDED MISSILE SYSTEMS, COMPLETE",4949373050.45
2025,psc,28,M1HA,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,4726018635.89
2025,psc,29,DF01,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),4603596370.88
2025,psc,30,F999,OTHER ENVIRONMENTAL SERVICES,4457215003.95
2025,psc,31,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",4442536938.67
2025,psc,32,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,4382984810.4
2025,psc,33,1420,GUIDED MISSILE COMPONENTS,3963231451.27
2025,psc,34,1560,AIRFRAME STRUCTURAL COMPONENTS,3797958682.99
2025,psc,35,AC12,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,3792682534.18
2025,psc,36,AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),3665313628.57
2025,psc,37,5840,"RADAR EQUIPMENT, EXCEPT AIRBORNE",3637466140.77
2025,psc,38,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,3554856127.25
2025,psc,39,R699,SUPPORT- ADMINISTRATIVE: OTHER,3341983076.42
2025,psc,40,V126,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: SPACE TRANSPORTATION/LAUNCH,3252714971.79
2025,psc,41,S208,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,3154839224.27
2025,psc,42,AC33,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,3014872528.13
2025,psc,43,DG01,IT AND TELECOM - NETWORK SUPPORT SERVICES (LABOR),3005430556.38
2025,psc,44,R799,SUPPORT- MANAGEMENT: OTHER,2962898440.83
2025,psc,45,AC24,NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES,2947699824.12
2025,psc,46,Z2JZ,REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS,2912014804.17
2025,psc,47,J999,NON-NUCLEAR SHIP REPAIR (WEST),2903732692.27
2025,psc,48,Q999,MEDICAL- OTHER,2903641931.06
2025,psc,49,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,2884461533.09
2025,psc,50,2350,"COMBAT, ASSAULT, AND TACTICAL VEHICLES, TRACKED",2850173632.48
2025,psc,51,5865,"ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT",2812312780.38
2025,psc,52,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,2699683973.29
2025,psc,53,8905,"MEAT, POULTRY, AND FISH",2679928567.94
2025,psc,54,DG11,IT and Telecom - Network: Satellite Communications and Telecom Access Services,2431502834.29
2025,psc,55,J028,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS",2295828145.07
2025,psc,56,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,2270667665.75
2025,psc,57,2320,"TRUCKS AND TRUCK TRACTORS, WHEELED",2259238874.31
2025,psc,58,R710,SUPPORT- MANAGEMENT: FINANCIAL,2219507588.54
2025,psc,59,7E20,"IT and Telecom - End User: Help Desk;Tier 1-2,Workspace,Print,Output,Productivity Tools (HW/Perp SW)",2174044425.68
2025,psc,60,4470,NUCLEAR REACTORS,2115247625.86
2025,psc,61,F003,NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION,2111694807.02
2025,psc,62,8915,FRUITS AND VEGETABLES,2106239891.61
2025,psc,63,1440,"LAUNCHERS, GUIDED MISSILE",2073972939.78
2025,psc,64,9660,PRECIOUS METALS PRIMARY FORMS,2066259554.69
2025,psc,65,2310,PASSENGER MOTOR VEHICLES,2048206748.59
2025,psc,66,J998,NON-NUCLEAR SHIP REPAIR (EAST),2042080808.71
2025,psc,67,1325,BOMBS,2029169446.43
2025,psc,68,DD01,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)",2007124242.2
2025,psc,69,1320,"AMMUNITION, OVER 125MM",1967468106.67
2025,psc,70,1550,UNMANNED AIRCRAFT,1944398740.94
2025,psc,71,M159,OPER OF GOVT OTHER INDUSTRIAL BLDG,1926946800.82
2025,psc,72,V121,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,1921419336.51
2025,psc,73,9140,FUEL OILS,1898174130.71
2025,psc,74,5841,"RADAR EQUIPMENT, AIRBORNE",1891757704.21
2025,psc,75,Y1ED,CONSTRUCTION OF SHIP CONSTRUCTION AND REPAIR FACILITIES,1873655452.91
2025,psc,76,AC11,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; BASIC RESEARCH,1853399823.79
2025,psc,77,J014,MAINT/REPAIR/REBUILD OF EQUIPMENT- GUIDED MISSILES,1843961627.34
2025,psc,78,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,1836315196.86
2025,psc,79,V124,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MARINE CHARTER,1817463499.66
2025,psc,80,1305,"AMMUNITION, THROUGH 30MM",1811498538.62
2025,psc,81,AR11,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",1777687036.01
2025,psc,82,DE01,"IT and Telecom - End User: Help Desk; Tier 1-2, Workspace, Print, Output, Productivity Tools (Labor)",1725831663.93
2025,psc,83,AC22,NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH,1722241840.53
2025,psc,84,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,1706968226.09
2025,psc,85,AR12,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH",1701249299.22
2025,psc,86,Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,1682968508.98
2025,psc,87,5342,"HARDWARE, WEAPON SYSTEM",1682314938.29
2025,psc,88,5810,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,1638897732.22
2025,psc,89,K016,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,1637084374.84
2025,psc,90,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),1616618807.05
2025,psc,91,J010,MAINT/REPAIR/REBUILD OF EQUIPMENT- WEAPONS,1573200067.73
2025,psc,92,2355,"COMBAT, ASSAULT, AND TACTICAL VEHICLES, WHEELED",1558931268.52
2025,psc,93,DJ01,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),1533662741.9
2025,psc,94,R701,SUPPORT- MANAGEMENT: ADVERTISING,1494847774.12
2025,psc,95,S112,UTILITIES- ELECTRIC,1486712341.43
2025,psc,96,AC23,NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; EXPERIMENTAL DEVELOPMENT,1401424059.39
2025,psc,97,J059,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,1398740118.49
2025,psc,98,AC15,NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP,1391841929.05
2025,psc,99,AN12,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,1391034454.6
2025,psc,100,AJ12,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,1368956833.83
