fiscal_year,category,rank,code,name,obligations
2025,naics,86,238220,"Plumbing, Heating, and Air-Conditioning Contractors",1018057443.76
2025,naics,87,611512,Flight Training,986241443.37
2025,naics,88,311991,Perishable Prepared Food Manufacturing,981705518.37
2025,naics,89,237110,Water and Sewer Line and Related Structures Construction,973171518.43
2025,naics,90,517310,Telecommunications Resellers,918037659.65
2025,naics,91,623110,Nursing Care Facilities (Skilled Nursing Facilities),902796630.78
2025,naics,92,561320,Temporary Help Services,882969005.87
2025,naics,93,517919,All Other Telecommunications,873153481.12
2025,naics,94,334516,Analytical Laboratory Instrument Manufacturing,860167841.16
2025,naics,95,334517,Irradiation Apparatus Manufacturing,855571845.91
2025,naics,96,561611,Investigation and Personal Background Check Services,852390712.6
2025,naics,97,541618,Other Management Consulting Services,843190249.64
2025,naics,98,492110,Couriers and Express Delivery Services,839365641.0
2025,naics,99,334412,Bare Printed Circuit Board Manufacturing,839216124.9
2025,naics,100,611310,"Colleges, Universities, and Professional Schools",834738968.36
